IUCR,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year
0560,0,0,1,1211,012,2,28,2002
0330,0,1,1,1223,012,25,31,2002
2024,0,0,1,1135,011,28,27,2002
1210,0,0,1,2431,024,49,1,2002
0484,0,0,1,2212,022,19,75,2002
0460,0,1,1,2112,002,2,35,2002
1360,0,0,1,0133,001,2,33,2002
0850,0,1,1,1122,011,27,23,2002
0460,0,1,1,1424,014,1,24,2002
1811,0,0,1,2232,022,34,73,2002
1120,0,1,1,1722,017,45,15,2002
0820,0,1,1,0412,004,8,45,2002
033,0,1,1,0223,002,4,38,2002
1120,0,0,1,1834,018,42,8,2002
0810,0,1,1,1434,014,1,22,2002
0610,0,1,1,0512,005,9,50,2002
2825,0,1,1,0434,004,10,51,2002
0910,0,1,1,0922,009,11,31,2002
0910,0,1,1,1711,017,50,13,2002
5001,0,1,0,0723,007,20,68,2002
0460,0,1,1,1911,019,47,4,2002
041,0,1,1,0423,004,10,48,2002
1320,0,1,1,2333,019,44,6,2002
0460,0,1,1,0333,003,5,43,2002
0560,0,1,0,0533,005,9,54,2002
0460,0,1,1,0722,007,20,68,2002
2825,0,1,0,0212,002,3,35,2002
1320,0,1,1,1211,012,2,28,2002
0420,0,0,0,0431,004,7,51,2002
0810,0,1,1,2512,025,36,19,2002
0820,0,1,1,2512,025,36,19,2002
0460,0,0,1,2431,024,49,1,2002
031,0,1,1,1533,015,28,25,2002
0560,0,1,1,0511,005,9,49,2002
5002,0,0,1,0111,001,2,28,2002
1811,0,0,1,2515,025,31,19,2002
0820,0,1,1,1522,015,29,25,2002
1811,0,0,1,2533,025,37,25,2002
1811,0,0,1,1422,014,26,23,2002
143,0,0,1,2234,022,34,75,2002
0810,0,1,1,2433,024,48,77,2002
1811,0,0,1,1532,015,28,25,2002
0430,0,1,1,1021,010,24,29,2002
1310,0,1,1,0833,008,18,70,2002
0460,0,1,1,1124,011,2,27,2002
0930,0,1,1,2232,022,34,73,2002
2024,0,0,1,1134,011,28,29,2002
1811,0,0,1,2113,002,11,35,2002
2830,0,1,1,1831,018,42,8,2002
0915,0,1,1,1732,017,30,16,2002
0840,0,1,1,1913,019,32,5,2002
0910,0,1,1,2511,025,36,18,2002
1310,0,1,1,2424,024,49,1,2002
0910,0,1,1,1224,012,2,28,2002
1811,0,0,1,2234,022,34,75,2002
1150,0,1,1,2422,024,49,1,2002
2851,0,1,1,1034,010,12,30,2002
0810,0,1,1,2112,002,2,35,2002
1320,0,1,1,0212,002,3,35,2002
0430,0,1,0,0312,003,20,69,2002
2027,0,0,1,0231,002,3,38,2002
1330,0,1,1,0612,006,17,71,2002
2024,0,0,1,1112,011,27,23,2002
0460,0,1,1,1112,011,27,23,2002
1330,0,0,1,1824,018,42,8,2002
1320,0,1,1,0822,008,14,63,2002
1812,0,0,1,1131,011,24,25,2002
1310,0,0,1,1031,010,22,30,2002
2017,0,0,1,1021,010,24,29,2002
0460,0,0,1,2222,022,21,71,2002
2026,0,0,1,1022,010,12,29,2002
0460,0,0,1,1423,014,26,24,2002
2026,0,0,1,0913,009,12,58,2002
0820,0,1,1,0124,001,42,32,2002
2111,0,0,1,0512,005,9,49,2002
0915,0,1,1,1211,012,27,28,2002
0820,0,1,1,1124,011,2,27,2002
0930,0,1,1,2524,025,31,20,2002
0810,0,1,1,0732,007,6,68,2002
1310,0,1,1,0132,001,2,32,2002
1811,0,0,1,0712,007,16,68,2002
1310,0,1,1,0925,009,11,61,2002
2017,0,0,1,0733,007,17,68,2002
0460,0,1,0,0332,003,5,43,2002
0460,0,1,1,0212,002,3,35,2002
2017,0,0,1,2431,024,49,1,2002
4387,0,1,0,1131,011,24,26,2002
5001,0,0,1,0924,009,11,34,2002
2027,0,0,1,0713,007,16,67,2002
0460,0,1,1,1933,019,43,7,2002
0820,0,1,1,0511,005,6,49,2002
0910,0,0,1,1333,012,27,28,2002
2825,0,1,1,2333,019,44,6,2002
0610,0,1,1,0511,005,21,49,2002
0560,0,1,1,0921,009,11,61,2002
1130,0,0,1,2413,024,40,2,2002
0820,0,1,1,1024,010,22,30,2002
0910,0,1,1,1022,010,24,29,2002
5002,0,0,1,2221,022,21,73,2002
1320,0,1,1,1323,012,27,24,2002
0560,0,0,1,0935,009,3,61,2002
0460,0,1,1,1022,010,24,29,2002
0430,0,0,1,1412,014,35,21,2002
0810,0,1,1,1433,014,32,24,2002
0460,0,0,0,2112,002,2,35,2002
1811,0,0,1,2531,025,29,25,2002
0820,0,1,1,1431,014,1,22,2002
0312,0,1,1,2534,025,30,23,2002
1320,0,1,0,1722,017,45,15,2002
0820,0,0,1,2534,025,27,23,2002
0910,0,1,1,1122,011,28,26,2002
1210,0,0,1,1512,015,29,25,2002
0460,0,0,1,2413,024,50,2,2002
0820,0,1,1,0122,001,42,32,2002
143,0,0,1,2522,025,37,19,2002
0560,0,1,1,1834,018,42,8,2002
1811,0,0,1,1523,015,28,25,2002
1563,0,1,1,0221,002,3,38,2002
1200,0,1,1,1323,012,27,24,2002
0910,0,1,1,1233,012,25,31,2002
2017,0,0,1,0733,007,17,68,2002
0810,0,1,1,1522,015,29,25,2002
1310,0,1,1,1621,016,45,12,2002
0820,0,1,1,2423,024,49,1,2002
0910,0,0,1,1022,010,24,29,2002
1506,0,0,1,1125,011,2,28,2002
1811,0,0,1,0911,009,14,63,2002
1811,0,0,1,0532,005,9,53,2002
2092,0,0,1,1532,015,28,25,2002
0915,0,1,1,0624,006,8,69,2002
1811,0,0,1,1331,012,27,27,2002
0820,0,1,1,0923,009,11,59,2002
0820,0,1,1,1823,018,27,8,2002
0460,0,0,1,0723,007,6,68,2002
1506,0,0,1,1022,010,24,29,2002
0820,0,1,1,2512,025,36,19,2002
0810,0,1,1,0111,001,2,28,2002
0530,0,0,1,0932,009,16,61,2002
0420,0,1,1,1132,011,24,26,2002
0820,0,1,1,0624,006,8,69,2002
0460,0,0,0,0531,005,9,49,2002
0810,0,1,1,1424,014,1,24,2002
2027,0,0,1,1533,015,28,25,2002
0810,0,1,1,0814,008,23,56,2002
1330,0,0,1,0132,001,2,32,2002
0460,0,1,0,0312,003,20,69,2002
0460,0,0,1,1722,017,45,16,2002
3800,0,1,1,1612,016,41,9,2002
0820,0,1,1,2212,022,19,75,2002
0320,0,1,1,1913,019,1,5,2002
2820,0,1,0,0312,003,20,69,2002
5002,0,1,1,0726,007,15,67,2002
1120,0,0,1,1411,014,1,22,2002
1120,0,0,1,1411,014,1,22,2002
1811,0,0,1,1822,018,32,8,2002
0810,0,1,1,0732,007,6,68,2002
0810,0,1,1,1323,012,27,24,2002
031,0,1,1,1133,011,24,27,2002
0910,0,0,0,1533,015,28,25,2002
0460,0,1,1,1911,019,47,4,2002
1130,0,1,1,0732,007,6,68,2002
0820,0,1,1,1124,011,28,27,2002
0420,0,1,1,1122,011,28,26,2002
0312,0,1,1,1523,015,28,25,2002
0320,0,1,1,0712,007,16,68,2002
0820,0,1,1,1832,018,42,8,2002
2825,0,1,1,1814,018,43,7,2002
0520,0,0,0,1513,015,29,25,2002
5002,0,0,1,0433,004,10,55,2002
2024,0,0,1,1011,010,24,29,2002
0820,0,0,1,1824,018,42,8,2002
2027,0,0,1,0935,009,3,61,2002
0520,0,0,1,1823,018,27,8,2002
2825,0,1,1,2411,024,50,2,2002
0810,0,1,1,1522,015,29,25,2002
1130,0,1,1,1111,011,28,25,2002
1513,0,0,1,0931,009,20,61,2002
0820,0,1,1,0924,009,11,60,2002
031,0,1,1,1112,011,27,23,2002
0910,0,1,1,0612,006,17,71,2002
0910,0,1,1,1434,014,32,24,2002
0810,0,1,1,1813,018,43,7,2002
0460,0,1,0,0431,004,7,51,2002
0460,0,1,1,1831,018,42,8,2002
0560,0,1,1,2433,024,48,77,2002
1120,0,0,1,1411,014,1,22,2002
1121,0,1,1,2512,025,36,19,2002
0320,0,1,1,0412,004,8,48,2002
0460,0,1,1,0833,008,13,65,2002
0430,0,1,1,1913,019,32,5,2002
1152,0,0,1,2333,019,44,6,2002
0915,0,0,1,1323,012,27,24,2002
1330,0,0,1,0131,001,2,28,2002
0820,0,1,1,0831,008,15,66,2002
0430,0,1,1,1013,010,22,30,2002
0620,0,1,1,0512,005,,,2002
1120,0,0,1,0424,004,,,2002
0810,0,1,1,2112,002,3,35,2002
2027,0,0,1,0334,003,7,43,2002
1506,0,0,1,1113,011,28,25,2002
0910,0,1,1,1134,011,24,29,2002
0460,0,1,0,1115,011,28,26,2002
0430,0,1,1,1131,011,24,25,2002
0460,0,1,1,1834,018,42,8,2002
031,0,1,1,1111,011,28,25,2002
0810,0,1,1,1834,018,42,8,2002
0610,0,1,1,0823,008,15,66,2002
0460,0,1,1,0112,001,42,32,2002
0460,0,0,1,0124,001,42,32,2002
1195,0,1,1,1434,014,1,22,2002
1310,0,1,1,2132,002,5,41,2002
0820,0,0,1,1834,018,42,8,2002
0560,0,0,1,0711,007,3,68,2002
1320,0,1,1,1923,019,44,6,2002
1320,0,1,1,1423,014,26,24,2002
0810,0,1,1,2535,025,26,23,2002
0460,0,1,1,0424,004,10,46,2002
2024,0,0,1,1423,014,26,24,2002
1320,0,1,1,0524,005,34,53,2002
2024,0,0,1,1332,012,2,28,2002
0460,0,1,0,2234,022,34,75,2002
1330,0,0,1,1834,018,42,8,2002
1310,0,1,1,0822,008,14,63,2002
0460,0,1,1,1322,012,1,24,2002
0320,0,1,1,2512,025,36,19,2002
051,0,1,1,1414,014,35,22,2002
1310,0,1,1,0312,003,20,69,2002
0460,0,1,1,1613,016,41,10,2002
0810,0,1,1,1821,018,43,8,2002
0460,0,1,1,1014,010,24,29,2002
1506,0,0,1,1433,014,32,24,2002
1811,0,0,1,0131,001,2,28,2002
0460,0,1,0,0313,003,20,42,2002
0460,0,1,1,1134,011,28,27,2002
0460,0,1,1,2424,024,49,1,2002
0910,0,1,1,2223,022,21,73,2002
0320,0,1,1,2013,020,48,77,2002
0430,0,1,0,1533,015,24,25,2002
0910,0,1,1,2033,020,46,3,2002
0460,0,1,0,1513,015,29,25,2002
0810,0,1,1,1622,016,45,11,2002
2022,0,0,1,0823,008,15,66,2002
2027,0,0,1,1822,018,32,8,2002
0820,0,1,1,1614,016,36,76,2002
0910,0,1,1,1414,014,35,22,2002
2026,0,0,1,1533,015,24,25,2002
0340,0,1,1,1933,019,43,7,2002
0312,0,1,1,0132,001,3,33,2002
2027,0,0,1,1421,014,26,22,2002
0460,0,0,1,2033,020,48,3,2002
2230,0,0,1,2022,020,48,77,2002
0910,0,1,1,2122,002,4,35,2002
1570,0,0,1,2331,019,44,6,2002
0560,0,1,1,2411,024,50,2,2002
0460,0,1,1,1312,012,1,24,2002
1310,0,1,1,0432,004,10,52,2002
2230,0,0,1,1512,015,29,25,2002
2027,0,0,1,1423,014,26,24,2002
1130,0,1,1,1711,017,50,13,2002
0560,0,1,1,1311,012,26,24,2002
0430,0,1,1,1112,011,27,23,2002
1122,0,0,1,1832,018,42,8,2002
0460,0,1,1,1132,011,24,29,2002
1320,0,1,1,0923,009,11,60,2002
2111,0,0,1,0111,001,2,28,2002
0430,0,0,1,0922,009,11,59,2002
1812,0,0,1,0111,001,2,28,2002
0454,0,0,1,2132,002,4,41,2002
2027,0,0,1,1211,012,2,28,2002
2027,0,0,1,2424,024,49,1,2002
0460,0,0,0,0314,003,20,42,2002
2093,0,0,1,1134,011,24,29,2002
0820,0,1,1,1821,018,43,8,2002
2850,0,1,1,1434,014,32,22,2002
031,0,1,1,1212,012,27,28,2002
0420,0,1,1,2431,024,49,1,2002
0460,0,1,0,1323,012,27,24,2002
0820,0,1,1,1313,012,27,24,2002
0460,0,0,1,2324,019,46,6,2002
1120,0,0,1,0924,009,11,60,2002
0810,0,1,1,0913,009,12,59,2002
0326,0,1,1,2533,025,37,25,2002
2027,0,0,1,2132,002,5,41,2002
2230,0,0,1,1532,015,28,25,2002
0840,0,1,1,1614,016,41,76,2002
1811,0,0,1,2514,025,31,19,2002
0460,0,1,1,0233,002,20,40,2002
1811,0,0,1,0421,004,7,43,2002
031,0,1,1,1132,011,24,26,2002
2092,0,0,1,0212,002,4,35,2002
0560,0,1,1,0913,009,12,59,2002
0810,0,1,1,1834,018,42,8,2002
0810,0,1,1,0611,006,17,71,2002
1310,0,1,1,0132,001,2,32,2002
2825,0,1,0,2132,002,5,41,2002
1310,0,1,1,0833,008,13,64,2002
2027,0,0,1,0424,004,10,46,2002
0560,0,1,1,1022,010,24,30,2002
2027,0,0,1,0621,006,17,71,2002
2027,0,0,1,1732,017,35,21,2002
1821,0,0,1,0915,009,16,61,2002
1811,0,0,1,2422,024,49,1,2002
2825,0,1,1,2411,024,50,2,2002
1310,0,1,1,0532,005,9,53,2002
0820,0,1,1,1424,014,1,24,2002
0460,0,1,0,0333,003,5,43,2002
0460,0,1,1,2223,022,21,71,2002
0460,0,1,1,1212,012,27,28,2002
0820,0,1,1,1323,012,27,24,2002
1310,0,1,1,1523,015,37,25,2002
0320,0,1,1,2423,024,49,1,2002
0520,0,0,0,1011,010,24,29,2002
0915,0,1,1,1212,012,27,28,2002
0460,0,0,1,0124,001,42,32,2002
0560,0,1,1,1322,012,1,24,2002
0820,0,0,1,0913,009,12,59,2002
0820,0,1,1,0322,003,6,69,2002
0910,0,1,1,2512,025,36,19,2002
5001,0,0,1,0131,001,2,28,2002
2024,0,0,1,1122,011,28,26,2002
0560,0,1,1,0414,004,8,46,2002
5001,0,1,1,1124,011,28,27,2002
1330,0,0,1,2112,002,2,35,2002
1811,0,0,1,0321,003,5,43,2002
1506,0,0,1,1533,015,24,25,2002
0910,0,1,1,2523,025,35,21,2002
0930,0,1,1,0711,007,20,68,2002
2027,0,0,1,1114,011,28,26,2002
0820,0,1,1,0131,001,2,28,2002
0910,0,1,1,0734,007,17,67,2002
1822,0,0,0,0711,007,20,68,2002
0810,0,1,1,1434,014,32,24,2002
1811,0,0,1,2431,024,49,1,2002
0460,0,1,1,1224,012,2,28,2002
0910,0,1,1,0735,007,17,67,2002
0460,0,0,1,1311,012,26,24,2002
2027,0,0,1,1822,018,32,8,2002
1811,0,0,1,1134,011,28,27,2002
0460,0,1,1,1113,011,28,25,2002
2027,0,0,1,0823,008,15,66,2002
1506,0,0,1,1822,018,27,8,2002
0460,0,1,1,2535,025,27,23,2002
0460,0,0,1,0134,001,3,33,2002
0460,0,1,0,2112,002,2,35,2002
1811,0,0,1,2424,024,49,1,2002
0430,0,1,1,0732,007,6,68,2002
2024,0,0,1,1134,011,28,27,2002
0810,0,1,1,1233,012,25,31,2002
1811,0,0,1,2535,025,26,23,2002
0460,0,1,1,0624,006,8,44,2002
0840,0,1,1,1323,012,27,24,2002
051,0,0,1,1633,016,38,15,2002
0460,0,0,1,2533,025,37,25,2002
1120,0,1,1,2422,024,49,1,2002
0820,0,1,1,1933,019,43,7,2002
0820,0,1,1,1813,018,43,7,2002
0810,0,1,1,1323,012,27,24,2002
1360,0,1,1,1512,015,29,25,2002
1340,0,1,1,1134,011,28,27,2002
1320,0,1,1,1824,018,42,8,2002
0320,0,1,1,1022,010,24,29,2002
0920,0,1,1,2132,002,5,41,2002
0820,0,1,1,1833,018,42,8,2002
0460,0,1,1,0713,007,16,67,2002
041,0,1,1,2531,025,29,25,2002
1320,0,1,1,1324,012,27,24,2002
0820,0,1,1,1232,012,2,28,2002
2027,0,0,1,1532,015,28,25,2002
1320,0,1,1,1114,011,28,26,2002
0820,0,1,1,1824,018,42,8,2002
0460,0,0,0,2512,025,36,19,2002
0453,0,0,1,1331,012,27,27,2002
0820,0,0,1,1824,018,42,8,2002
1506,0,0,1,1533,015,24,25,2002
1360,0,1,1,1031,010,22,30,2002
0430,0,1,1,0911,009,14,63,2002
0910,0,1,1,0813,008,13,62,2002
0430,0,1,0,1531,015,28,25,2002
1811,0,0,1,0512,005,34,49,2002
1506,0,0,1,1823,018,27,8,2002
0320,0,1,1,0324,003,5,43,2002
1710,0,1,0,1523,015,28,25,2002
0820,0,1,1,1112,011,27,23,2002
1310,0,1,1,0833,008,13,64,2002
0820,0,1,1,0124,001,42,32,2002
0820,0,1,1,0814,008,23,56,2002
1563,0,1,1,2311,019,46,3,2002
0520,0,0,1,0414,004,8,43,2002
1320,0,1,1,0134,001,3,34,2002
0560,0,1,1,1312,012,1,24,2002
0910,0,0,1,1424,014,1,24,2002
0910,0,1,1,0925,009,11,60,2002
0820,0,1,1,1821,018,27,8,2002
0460,0,1,1,2132,002,4,39,2002
0810,0,1,1,1421,014,26,23,2002
0810,0,1,1,1112,011,27,23,2002
0820,0,0,1,1834,018,42,8,2002
0820,0,1,1,1424,014,1,24,2002
1330,0,0,1,0713,007,15,67,2002
031,0,1,1,1331,012,2,27,2002
0560,0,1,1,1612,016,41,9,2002
1320,0,1,1,2313,019,46,3,2002
0460,0,1,0,0324,003,5,43,2002
1310,0,0,1,0423,004,7,46,2002
0430,0,1,1,0231,002,3,38,2002
1320,0,1,1,1612,016,41,9,2002
1320,0,1,1,1922,019,47,4,2002
2110,0,0,1,1134,011,28,27,2002
0499,0,1,0,2534,025,30,23,2002
0810,0,1,1,0624,006,8,69,2002
0460,0,1,1,1824,018,42,8,2002
2230,0,0,1,0924,009,11,60,2002
1310,0,1,1,2423,024,49,1,2002
0840,0,1,1,2533,025,31,19,2002
1310,0,1,1,0312,003,20,42,2002
0810,0,0,1,1824,018,42,8,2002
0930,0,0,1,0825,008,15,66,2002
031,0,1,1,0524,005,34,53,2002
0460,0,0,1,2512,025,36,19,2002
0910,0,1,1,0821,008,14,57,2002
1320,0,1,1,2324,019,44,6,2002
0430,0,0,1,0713,007,16,67,2002
1811,0,0,1,0732,007,6,68,2002
1130,0,1,1,1122,011,28,26,2002
1506,0,0,1,1822,018,27,8,2002
0930,0,0,1,1122,011,28,27,2002
0915,0,1,1,1022,010,24,29,2002
5002,0,0,1,1323,012,27,24,2002
0820,0,1,1,1824,018,43,8,2002
0326,0,1,1,1135,011,28,27,2002
031,0,1,1,0531,005,9,50,2002
0620,0,1,1,1233,012,25,31,2002
1150,0,1,1,2512,025,36,19,2002
0820,0,1,1,1834,018,42,8,2002
2230,0,0,1,1422,014,26,23,2002
1110,0,1,1,2122,002,4,35,2002
0810,0,1,1,1111,011,37,23,2002
1330,0,0,1,1613,016,41,10,2002
0810,0,1,1,1821,018,43,8,2002
0820,0,1,1,0623,006,6,44,2002
0320,0,1,1,0934,009,3,61,2002
0820,0,0,1,1834,018,42,8,2002
1811,0,0,1,1213,012,25,28,2002
0820,0,1,1,1831,018,42,8,2002
1811,0,0,1,0513,005,9,49,2002
1310,0,1,1,0532,005,9,53,2002
0810,0,1,1,0533,005,9,54,2002
1811,0,0,1,1821,018,27,8,2002
2027,0,0,1,1112,011,27,23,2002
1310,0,0,1,0122,001,42,32,2002
0460,0,0,0,1522,015,28,25,2002
0810,0,1,1,1122,011,28,26,2002
0910,0,1,1,1821,018,27,8,2002
0910,0,1,1,1431,014,1,22,2002
2017,0,0,1,2312,019,46,3,2002
0810,0,1,1,1624,016,38,15,2002
0560,0,1,1,1433,014,32,24,2002
0820,0,1,1,1424,014,1,24,2002
2024,0,0,1,2535,025,27,23,2002
0910,0,1,1,0421,004,7,43,2002
0910,0,1,1,0822,008,14,63,2002
1320,0,1,1,0413,004,8,48,2002
0460,0,1,1,0923,009,11,60,2002
1811,0,0,1,0825,008,15,66,2002
0460,0,0,1,1824,018,42,8,2002
1661,0,0,1,1522,015,28,25,2002
0460,0,1,0,1831,018,42,8,2002
0910,0,1,1,0212,002,4,35,2002
5002,0,0,1,1713,017,33,14,2002
1811,0,0,1,2424,024,49,1,2002
0320,0,1,1,2132,002,4,39,2002
0430,0,1,1,0933,009,16,61,2002
1320,0,1,1,0224,002,3,38,2002
2027,0,0,1,1432,014,32,22,2002
0915,0,1,1,0131,001,2,32,2002
5002,0,0,1,0531,005,9,49,2002
0910,0,1,1,0815,008,23,56,2002
0312,0,1,1,1421,014,35,22,2002
0430,0,1,1,2423,024,49,1,2002
0326,0,1,1,0825,008,15,66,2002
0820,0,1,1,0331,003,5,42,2002
0810,0,1,1,2124,002,4,39,2002
0810,0,0,1,2512,025,36,19,2002
1206,0,1,1,0821,008,14,58,2002
0910,0,1,1,0632,006,6,44,2002
0560,0,1,1,0524,005,34,53,2002
041,0,1,1,1424,014,1,24,2002
0430,0,0,1,0511,005,9,49,2002
0810,0,1,1,1924,019,32,6,2002
0460,0,1,0,0432,004,10,52,2002
0820,0,0,1,1823,018,27,8,2002
0910,0,1,1,1812,018,43,7,2002
0910,0,1,1,2422,024,49,1,2002
1320,0,1,1,0611,006,17,71,2002
0910,0,1,1,0312,003,20,69,2002
1320,0,1,1,2324,019,46,6,2002
2230,0,0,1,2324,019,46,6,2002
041,0,1,1,0924,009,11,34,2002
0430,0,1,1,0914,009,20,61,2002
1320,0,1,1,1131,011,24,26,2002
0820,0,1,1,1821,018,27,8,2002
0460,0,0,0,1834,018,42,8,2002
0810,0,1,1,1813,018,43,7,2002
0910,0,0,1,2132,002,5,41,2002
1320,0,1,1,1313,012,27,23,2002
031,0,1,1,0334,003,7,43,2002
0320,0,1,0,2124,002,4,41,2002
1811,0,0,1,1522,015,29,25,2002
0320,0,1,1,0934,009,20,61,2002
1811,0,0,1,1511,015,29,25,2002
1506,0,0,1,1022,010,24,30,2002
0460,0,1,1,0711,007,3,68,2002
0910,0,1,1,0411,004,8,45,2002
0870,0,1,1,1412,014,35,22,2002
0810,0,0,1,1834,018,42,8,2002
1506,0,0,1,1531,015,37,25,2002
0910,0,1,1,2432,024,49,1,2002
0460,0,0,1,0913,009,12,59,2002
2027,0,0,1,0612,006,17,71,2002
0610,0,1,1,1112,011,27,23,2002
4388,0,0,1,0132,001,2,32,2002
1513,0,0,1,0935,009,11,61,2002
2024,0,0,1,1121,011,27,23,2002
0460,0,1,1,1832,018,42,8,2002
0312,0,1,1,0723,007,20,68,2002
2825,0,1,1,2024,020,46,3,2002
0910,0,1,1,2221,022,21,73,2002
0810,0,1,1,1833,018,42,8,2002
0460,0,1,1,2411,024,49,2,2002
1320,0,1,1,1732,017,35,16,2002
0430,0,1,1,1323,012,27,24,2002
0486,0,1,0,1423,014,26,24,2002
1320,0,1,1,1821,018,43,8,2002
0486,0,0,0,1331,012,2,27,2002
0460,0,1,1,0823,008,15,66,2002
143,0,0,1,0421,004,7,43,2002
1811,0,0,1,1821,018,27,8,2002
0910,0,1,1,1623,016,45,11,2002
1811,0,0,1,1533,015,28,25,2002
1506,0,0,1,1022,010,24,30,2002
0320,0,1,1,1112,011,27,23,2002
1506,0,0,1,1022,010,24,29,2002
0820,0,1,1,1933,019,32,7,2002
031,0,1,1,0513,005,9,49,2002
0460,0,1,1,0511,005,9,49,2002
1150,0,1,1,1831,018,42,8,2002
1110,0,1,1,0124,001,42,32,2002
0620,0,1,1,0312,003,20,69,2002
0610,0,1,1,2122,002,4,35,2002
1320,0,1,1,0533,005,9,54,2002
0890,0,1,1,0111,001,42,28,2002
0810,0,1,1,2124,002,4,39,2002
1320,0,1,1,2112,002,2,35,2002
2820,0,1,0,2112,002,2,35,2002
0820,0,1,1,2534,025,27,23,2002
0810,0,1,1,1834,018,42,8,2002
0820,0,1,1,1711,017,39,12,2002
0910,0,1,1,1634,016,38,15,2002
1320,0,1,1,1224,012,25,28,2002
041,0,1,1,1533,015,28,25,2002
1320,0,0,1,1033,010,12,30,2002
0460,0,0,1,1824,018,42,8,2002
0810,0,1,1,1933,019,43,7,2002
0420,0,1,1,1224,012,2,28,2002
041,0,1,1,0623,006,17,69,2002
0810,0,1,1,1834,018,42,8,2002
0820,0,1,1,1822,018,27,8,2002
2820,0,1,1,2112,002,2,35,2002
0460,0,0,1,2133,002,5,41,2002
0460,0,1,1,1831,018,42,8,2002
0460,0,1,1,1223,012,25,31,2002
1210,0,1,1,2431,024,49,1,2002
0910,0,1,1,1532,015,28,25,2002
0820,0,1,1,2524,025,30,22,2002
1345,0,1,1,2123,002,4,36,2002
0430,0,1,1,0925,009,3,37,2002
0486,0,1,0,1513,015,29,25,2002
1506,0,0,1,1433,014,32,24,2002
051,0,0,1,2534,025,30,23,2002
0560,0,1,0,0233,002,3,68,2002
041,0,1,1,0911,009,14,63,2002
0430,0,0,0,0631,006,8,44,2002
1370,0,1,1,1222,012,25,31,2002
031,0,1,1,0611,006,21,71,2002
0820,0,1,1,1323,012,27,24,2002
1310,0,1,1,1434,014,1,24,2002
1110,0,1,1,1732,017,30,21,2002
502,0,0,1,1331,012,27,27,2002
0530,0,1,1,1611,016,41,10,2002
0486,0,1,1,2012,020,40,77,2002
2230,0,0,1,1431,014,1,22,2002
5000,0,1,1,2011,020,40,2,2002
0810,0,1,1,2323,019,46,6,2002
0860,0,1,1,2122,002,4,35,2002
1710,0,1,0,1111,011,37,23,2002
1811,0,0,1,2232,022,34,73,2002
0560,0,1,1,1033,010,12,30,2002
0820,0,1,1,0314,003,5,42,2002
0915,0,1,1,1111,011,37,25,2002
2024,0,0,1,1532,015,28,25,2002
0560,0,1,1,1832,018,42,8,2002
0560,0,1,0,2433,024,40,77,2002
1570,0,0,1,2011,020,40,2,2002
0313,0,1,1,1313,012,26,23,2002
051,0,1,1,1022,010,24,29,2002
1506,0,0,1,1822,018,27,8,2002
0560,0,1,1,2131,002,4,41,2002
0320,0,0,1,1021,010,24,29,2002
0820,0,1,1,1133,011,28,27,2002
051,0,0,1,0914,009,12,61,2002
0265,0,1,1,1823,018,27,8,2002
0820,0,1,1,2024,020,48,3,2002
1506,0,0,1,1533,015,24,25,2002
1506,0,0,1,1533,015,24,25,2002
0910,0,1,1,0333,003,5,43,2002
041,0,1,1,1913,019,1,5,2002
0610,0,0,1,1821,018,27,8,2002
0860,0,0,1,1824,018,42,8,2002
2230,0,0,1,1511,015,29,25,2002
2092,0,0,1,1511,015,29,25,2002
0460,0,1,1,0913,009,12,58,2002
2220,0,0,1,1512,015,29,25,2002
0910,0,1,1,2333,019,43,7,2002
0910,0,1,1,1512,015,29,25,2002
0860,0,0,1,2512,025,36,19,2002
0860,0,1,1,0915,009,16,61,2002
0460,0,1,1,0632,006,6,44,2002
0890,0,1,1,2113,002,3,35,2002
2230,0,0,1,2033,020,48,3,2002
0910,0,1,1,1823,018,27,8,2002
1320,0,1,1,1323,012,27,24,2002
0810,0,1,1,1933,019,43,7,2002
1150,0,1,1,1711,017,50,13,2002
0460,0,1,1,1731,017,30,16,2002
2825,0,1,1,0124,001,42,32,2002
2230,0,0,1,1712,017,39,14,2002
1310,0,1,1,0312,003,20,69,2002
5002,0,0,1,0131,001,2,28,2002
1811,0,0,1,2522,025,31,19,2002
1812,0,0,1,0823,008,13,65,2002
0820,0,1,1,2232,022,21,73,2002
1506,0,0,1,1522,015,29,25,2002
2014,0,0,1,2535,025,27,23,2002
1506,0,0,1,1111,011,37,25,2002
2024,0,0,1,1532,015,28,25,2002
0820,0,1,1,2532,025,37,25,2002
0460,0,1,0,2524,025,30,22,2001
3710,0,0,1,1115,011,28,26,2002
0430,0,1,1,2032,020,46,3,2002
1210,0,0,1,2431,024,49,1,2002
0460,0,0,1,2124,002,4,39,2002
051,0,1,1,1122,011,28,26,2002
1320,0,0,1,0823,008,15,66,2002
0430,0,1,1,1112,011,27,23,2002
0486,0,1,0,2532,025,37,25,2002
1240,0,1,1,1834,018,42,8,2002
0820,0,1,1,0631,006,8,44,2002
0860,0,0,1,0913,009,12,59,2002
0560,0,1,1,1933,019,43,7,2002
0313,0,1,1,1112,011,27,23,2002
0910,0,1,1,0914,009,20,61,2002
1320,0,1,1,0531,005,9,50,2002
0820,0,1,1,0133,001,2,32,2002
1320,0,1,1,1022,010,12,29,2002
143,0,1,1,0912,009,14,58,2002
1811,0,0,1,0131,001,2,28,2002
